fit_kind,apply_s1_correction,theta_offset_deg,structure2_scale,structure1_scale,structure1_condition,Br_L2_left,Bt_L2_left,Br_L2_middle,Bt_L2_middle,Br_L2_right,Bt_L2_right,Br_L2_edge,Bt_L2_edge,Br_L2_all,Bt_L2_all,Br_rms,Bt_rms
edge_Br_only_kS1,False,-86.0,1.0,-1.187564459811895,259963235315626.12,0.25201464780113675,0.596795123679775,0.14394562272021805,1.1494352502174177,0.37202187773138073,0.6400023237426845,0.3177878910385568,0.6188789723760332,0.1779137401623389,0.6241671908012885,0.4602257300061479,0.023370043042647618
edge_BrBt_kS1,False,-86.0,1.0,-1.1813580129825023,259963235315626.12,0.25215118026707556,0.5968947252948306,0.14321463073134874,1.1499426521612996,0.3719323402792055,0.6397875507854394,0.31778954523056285,0.6188152047853316,0.17740383646440072,0.624110955617388,0.460618242367175,0.023389951416311814
all_BrBt_kS1,False,-86.0,1.0,-0.2702795368896002,259963235315626.12,0.3334004857591405,0.6157102262884024,0.03902743123822475,1.2856930416644614,0.369771208802795,0.6187946268176693,0.35207199846922493,0.6172617113557974,0.13490309598612768,0.6244392244924298,0.5185258010294874,0.026353510141700533
edge_BrBt_cS2_kS1,False,-86.0,0.8184802493909713,-0.05530951224333806,259963235315626.12,0.29653629455587716,0.6257373090098476,0.1901469317826445,1.024579664560604,0.30157394830500356,0.6240619477637078,0.2990679696623071,0.624896193017186,0.20835933032916396,0.628581310628103,0.43500343632414396,0.022117357179415133
all_BrBt_cS2_kS1,False,-86.0,0.9833803780489304,-0.13957959060364825,259963235315626.12,0.3417695890682581,0.6180307080567965,0.039913554147111334,1.284655281018934,0.3604613327133591,0.6168757821371803,0.35124813327930227,0.6174507598799585,0.13483451590921475,0.6246098308506766,0.5179693687225282,0.026331685653623222
edge_Br_only_kS1,False,-84.0,1.0,-0.9342623012710227,259963235315626.12,0.2484474407913314,0.5973474735358177,0.11177404372198049,1.1915555715026707,0.40420613477558104,0.6412623336516693,0.33555861780751944,0.619798721879034,0.16164258638353063,0.6256251626419996,0.4786893681959353,0.02448561940917278
edge_BrBt_kS1,False,-84.0,1.0,-0.9299748581721724,259963235315626.12,0.24873494392513557,0.5974537385336502,0.11128208678297286,1.1917764735531557,0.4040309930031245,0.6410983643905599,0.3355594613987872,0.6197644714163474,0.16134935723060917,0.6255944171971651,0.47894885468507564,0.02449795243351922
all_BrBt_kS1,False,-84.0,1.0,-0.2407935904954039,259963235315626.12,0.33247708666630366,0.6158282249390674,0.03536228013636176,1.2874705118059482,0.37980312811454325,0.620849474343598,0.3569463684301393,0.6183559252358679,0.1357720749493427,0.6255389261061878,0.5209799578304083,0.026521688139604108
edge_BrBt_cS2_kS1,False,-84.0,0.8113178007522055,0.003923647736357983,259963235315626.12,0.2991597951146989,0.6271547625099232,0.19027608280476,1.025967784150496,0.2990325199440082,0.6228670078962214,0.299096107682219,0.6250043330117562,0.20846664730578873,0.628703924608436,0.43494548684361384,0.022117156866929253
all_BrBt_cS2_kS1,False,-84.0,0.9565479564246635,0.08831762883294712,259963235315626.12,0.35985982691870166,0.6225155867958828,0.039956721398933776,1.2935087214999341,0.3424042725803787,0.6127809579435156,0.35123273968109175,0.6176442271749462,0.13484009783653772,0.6249277129998272,0.5179686723750564,0.026329993488529126
edge_Br_only_kS1,False,-82.0,1.0,-0.6841022540357459,259963235315626.12,0.2621397753106531,0.6034206567716424,0.08085613176803917,1.2192362208107188,0.4209021228668487,0.6382175627084621,0.35069383865336223,0.621145832621456,0.1496612686333224,0.6273231908349101,0.4961843570803212,0.02548284977897497
edge_BrBt_kS1,False,-82.0,1.0,-0.6807499180874454,259963235315626.12,0.262539049691694,0.6035132337051323,0.0804871469736087,1.2194295954056404,0.42065457348819013,0.6380845693575525,0.35069440342739566,0.6211219454798514,0.14948954728366587,0.6273023382549483,0.4963761594073511,0.025491213996680546
all_BrBt_kS1,False,-82.0,1.0,-0.20308010695746764,259963235315626.12,0.3356336705081114,0.6169617668963104,0.03107353762504989,1.2912368226824165,0.3867830990225071,0.6219069118543599,0.3621353346625521,0.6194510713470135,0.13673388846064233,0.6266682367658649,0.5239450866185635,0.026711407026810054
edge_BrBt_cS2_kS1,False,-82.0,0.8093529239566545,0.025603016532874508,259963235315626.12,0.3008458685508361,0.6278482471803304,0.18982497824137373,1.0291491331287728,0.2973017019102558,0.6219456848846625,0.2990774586282095,0.6248898537703345,0.20810745450847004,0.6286273536222767,0.43515056549377107,0.02211981358544451
all_BrBt_cS2_kS1,False,-82.0,0.9484106267795187,0.1675220013833198,259963235315626.12,0.3706908765453363,0.6243942128168358,0.03989626240021333,1.3094757057503355,0.329014148696161,0.6094682300724575,0.35045405666282636,0.6169407530215493,0.13454835872355556,0.6244705269103863,0.5179920752366487,0.026288404784168995
edge_Br_only_kS1,False,-80.0,1.0,-0.46775635592312476,259963235315626.12,0.2877189021514193,0.6107027932346847,0.05541001324562168,1.2406581056294201,0.42248472481667426,0.6333105016899678,0.3614973455598424,0.6221632753406223,0.14300807600508655,0.6286173189863022,0.5104978033584691,0.026236028103632632
edge_BrBt_kS1,False,-80.0,1.0,-0.4644425980149561,259963235315626.12,0.28824593364349826,0.6107882404375593,0.05507001405879628,1.2410031781019626,0.4221270110553974,0.6331769115642729,0.36149795656222167,0.6221367051923274,0.14289479735270585,0.6285959785439239,0.5106748751314171,0.02624294573159662
all_BrBt_kS1,False,-80.0,1.0,-0.16026556320718033,259963235315626.12,0.34199086181062316,0.6186599081164689,0.02686502996905511,1.2977214902450156,0.38984492204333926,0.6218970998786469,0.3667205820329123,0.6202883385460554,0.1376253080902317,0.6275838027327616,0.527062916256348,0.02689260535235705
edge_BrBt_cS2_kS1,False,-80.0,0.8089984738260598,0.03645393024067086,259963235315626.12,0.3020486184817739,0.6281631225072416,0.18914987015660484,1.0331397548462893,0.2960098714904212,0.6212374116589179,0.29904180213252385,0.6246933424533748,0.20756879959415367,0.6284792564663202,0.4354576818528287,0.022123593829644603
all_BrBt_cS2_kS1,False,-80.0,0.9463329198049264,0.19965185108853525,259963235315626.12,0.37724057005426553,0.624810533613385,0.03988634530005151,1.3271043654808163,0.31918612988058687,0.6070690640049052,0.34939537979542046,0.6159613515257282,0.13417027112732496,0.6237708349111795,0.5180224378270223,0.02623495543348456
edge_Br_only_kS1,False,-78.0,1.0,-0.2940720168491627,259963235315626.12,0.31621522098246796,0.616668389237104,0.036882684184364786,1.2643922194215862,0.41361575691742386,0.6280013840896833,0.368193769700091,0.622387718283806,0.14014211159455353,0.6291690426275596,0.5211637238945499,0.026738515751842346
edge_BrBt_kS1,False,-78.0,1.0,-0.2902886008210879,259963235315626.12,0.3169063082906344,0.6167476038134098,0.03654589123799921,1.2650755106035416,0.41308900380017466,0.6278475008885056,0.36819464983518563,0.6223487792114379,0.1400661909820212,0.6291404174119462,0.5213500242843038,0.026744845646884185
all_BrBt_kS1,False,-78.0,1.0,-0.11578672961687986,259963235315626.12,0.35020819958963284,0.620402651565202,0.023426337291111293,1.307252097041268,0.3890249072107775,0.62100938028931,0.37014300648704407,0.6207075374980815,0.13832870912783754,0.6281337124464972,0.5299998523623709,0.027042536880258813
edge_BrBt_cS2_kS1,False,-78.0,0.8093236576696646,0.04292048597088841,259963235315626.12,0.3028909015433014,0.6282051787510727,0.18840504730631438,1.0373624470409386,0.29506540828638433,0.6207460224194719,0.29900027618866215,0.6244689427970361,0.20697467169645759,0.6283065234269913,0.435797331094371,0.022127710855662064
all_BrBt_cS2_kS1,False,-78.0,0.9469185669095829,0.2110630414640267,259963235315626.12,0.38068610457175517,0.624250848720536,0.04000095538014974,1.3430626364638072,0.3126220506712436,0.6056755174333591,0.3482904487199094,0.6149890032624482,0.1338079642077372,0.6230570497076849,0.5180515161106545,0.026183555680746307
edge_Br_only_kS1,False,-76.0,1.0,-0.1609488446489515,259963235315626.12,0.34153035621086636,0.6205093496251579,0.025510614833448072,1.2927203582514255,0.39961938965567356,0.6231233166260848,0.3717371005905892,0.621823942638109,0.1392264925200848,0.6290188285737367,0.5285525609863096,0.02703642197473751
edge_BrBt_kS1,False,-76.0,1.0,-0.15654195001809623,259963235315626.12,0.3423838780789189,0.6205728172359604,0.02523542306114962,1.2939044550290282,0.39889208656923736,0.622944903735046,0.3717384051829784,0.6217656506302065,0.13918363953714324,0.6289786666629125,0.5287494512110389,0.027042023297966122
all_BrBt_kS1,False,-76.0,1.0,-0.07306545315772493,259963235315626.12,0.3588269266061476,0.6217756506886107,0.021222570057329904,1.319336377667825,0.38519371584794326,0.6196088979951555,0.37225556760752704,0.6206880507045657,0.13879285145121376,0.6282915971826899,0.5324953679950185,0.027149630960427006
edge_BrBt_cS2_kS1,False,-76.0,0.8099558147867941,0.04698644252865847,259963235315626.12,0.30340584513095575,0.6280331832856263,0.18771850371784402,1.0412115596403053,0.2944570996486645,0.6204955878387233,0.2989609761277588,0.6242577799583753,0.2064273724790057,0.6281427445143385,0.4361117199139715,0.022131485171622764
all_BrBt_cS2_kS1,False,-76.0,0.9488858744174543,0.21072194451005374,259963235315626.12,0.38173819106072426,0.6230810919097897,0.04024771668375901,1.354614782732895,0.30920116759446276,0.6053221272039045,0.3473361620653519,0.6142234277009317,0.13353374208154142,0.6224821109092402,0.5180735343814115,0.026144278515069504
edge_Br_only_kS1,False,-74.0,1.0,-0.06277043619539929,259963235315626.12,0.36116042193517756,0.622377805093285,0.02074104760175172,1.3225285371565512,0.3848215005558822,0.6192006377188094,0.3731890547517609,0.6207836743598752,0.13907113621129985,0.6284324160952752,0.5332920067173683,0.027188762179237897
edge_BrBt_kS1,False,-74.0,1.0,-0.05782449986229294,259963235315626.12,0.36213256386542353,0.6224133356742534,0.020631288646883912,1.3242544268656415,0.38391187254796444,0.6190070748919203,0.3731908194970789,0.6207044156865649,0.13905767813622813,0.6283801387371277,0.5334888204262708,0.027193221150776794
all_BrBt_kS1,False,-74.0,1.0,-0.03519715153668048,259963235315626.12,0.3665999820422728,0.6225760041437621,0.02027648239915073,1.332439576029929,0.37976009644478836,0.618123846092457,0.373243899004027,0.6203432978721295,0.13903199954676126,0.6281472243362468,0.5343908596915004,0.02721375758529665
edge_BrBt_cS2_kS1,False,-74.0,0.8106807552383235,0.04919408535156456,259963235315626.12,0.3036013621410149,0.6277073979313266,0.18721780974517374,1.0440121302064231,0.2941960650412641,0.620505909386611,0.2989315219129252,0.6240998605603594,0.20602840228253863,0.6280194789819514,0.4363428302763207,0.022134227807522423
all_BrBt_cS2_kS1,False,-74.0,0.9515999836046767,0.20218228755560386,259963235315626.12,0.38097089913999177,0.6216559893266723,0.040570603375868326,1.3597441135173836,0.3087517652060473,0.6059398352716023,0.3467146971908633,0.6138107200620468,0.13339809742829029,0.6221561394396269,0.5180844844068289,0.026124357657339146
edge_Br_only_kS1,False,-72.0,1.0,0.006052518138958774,259963235315626.12,0.374789103404206,0.6228300948191925,0.020283385115268473,1.3485203945508542,0.3721494031477553,0.6165390907819835,0.3734704112221751,0.6196775678987471,0.13911569402080898,0.6277350301678357,0.5360087170948183,0.027249661124447246
edge_BrBt_kS1,False,-72.0,1.0,0.011308400859155309,259963235315626.12,0.37581298941910357,0.6228306922550402,0.020349438961365204,1.3506529806115073,0.3711214699441919,0.616349515725753,0.37347250956476785,0.6195831166474152,0.13912479358407387,0.6276745732272047,0.5361907614537104,0.027252725393657928
all_BrBt_kS1,False,-72.0,1.0,-0.0046748590024771695,259963235315626.12,0.37270419296075347,0.622828915405709,0.020188608134768835,1.3442546662305128,0.3742511336430008,0.6169263528900272,0.3734791523667013,0.619870578317666,0.13910698137853808,0.6278601400526995,0.5356376684077764,0.027243445954854402
edge_BrBt_cS2_kS1,False,-72.0,0.8113427683544362,0.04947893345506429,259963235315626.12,0.30348741888971603,0.6273057068533442,0.18701948450312064,1.0451053433647108,0.2942875292472004,0.6207723946198792,0.29891877703743946,0.6240320145120158,0.20587023391463835,0.6279652701048405,0.4364370085513621,0.022135303383473935
all_BrBt_cS2_kS1,False,-72.0,0.9546623173847767,0.18701197032749878,259963235315626.12,0.3788856381356351,0.6203164481054657,0.04086785627778548,1.3575010380700876,0.3109802216540403,0.6073375018860248,0.3465698684384472,0.6138303156804705,0.13342521151310524,0.622141016733456,0.5180824368264417,0.026127477087934742
edge_Br_only_kS1,False,-70.0,1.0,0.04987423484785309,259963235315626.12,0.38306844476908763,0.6225269767053893,0.021217981007878493,1.3659863754410102,0.3632422184853181,0.6152061984067003,0.37327816604640707,0.6188599477310023,0.1391658257011041,0.6271984553951375,0.5372491661982154,0.027261938512676165
edge_BrBt_kS1,False,-70.0,1.0,0.05512340494887584,259963235315626.12,0.3840714066359185,0.6224951984088438,0.021382916343534092,1.368237312292766,0.36218791910654635,0.615043165171144,0.37328032696067637,0.6187626222480851,0.13918841957138628,0.6271374782377667,0.537402713480382,0.027263667608887494
all_BrBt_kS1,False,-70.0,1.0,0.016832068057384283,259963235315626.12,0.37678837762350725,0.6227272472159997,0.020438353022435973,1.3525040588081154,0.36991365213111826,0.6162335090255892,0.3733637800365399,0.6194733951989798,0.13909629980129984,0.6275949573847392,0.536286775043592,0.02725134796942216
edge_BrBt_cS2_kS1,False,-70.0,0.81182707977639,0.04750191386066723,259963235315626.12,0.3030910823225494,0.6269230160584437,0.18719882767095974,1.0440341890239875,0.2947121581517756,0.6212489131078046,0.29892725200642495,0.6240788766664135,0.20601265900923832,0.6279990291122381,0.4363586318556821,0.02213429544138882
all_BrBt_cS2_kS1,False,-70.0,0.9577736456890992,0.16602989046747266,259963235315626.12,0.37588729019602196,0.6193443073657897,0.04102949796862193,1.3482812347630118,0.31546197776575247,0.6092168618050078,0.34696566686190156,0.6142772950759603,0.13360804668009077,0.6224385478452897,0.5180679121759036,0.026152961012988075
edge_Br_only_kS1,False,-68.0,1.0,0.07178789328952123,259963235315626.12,0.3869118274587658,0.6220651622181024,0.0219326302317984,1.3725421630502417,0.35870644467138585,0.6150106543587153,0.3730632421608362,0.6185311359002198,0.13918303171395885,0.626976614311063,0.5374792152295065,0.027255465980953415
edge_BrBt_kS1,False,-68.0,1.0,0.0766616969172674,259963235315626.12,0.3878244598981375,0.622013310101912,0.022121307106698688,1.3745539101809048,0.35772522938432494,0.6148921672592371,0.3730651327788058,0.618445999629182,0.13920951220157954,0.6269240964568832,0.5375945977067809,0.027256185940556996
all_BrBt_kS1,False,-68.0,1.0,0.02862609102424586,259963235315626.12,0.37888263820322815,0.6225245516198188,0.020649614012942,1.3559181016244923,0.3674631386274494,0.6160605810790676,0.3732114877190183,0.6192855791680164,0.1390675824813703,0.6274625003606918,0.5364647676093308,0.027249574723421027
edge_BrBt_cS2_kS1,False,-68.0,0.8120724855880693,0.04287131479797168,259963235315626.12,0.3024621419152519,0.6266545773299312,0.1877511229602769,1.040787969449275,0.29541643957245045,0.6218403275156815,0.29895691353988907,0.6242406082820819,0.20645219452281552,0.6281208798378287,0.43610820169832737,0.022131221374932255
all_BrBt_cS2_kS1,False,-68.0,0.9606859062002705,0.1398439687034275,259963235315626.12,0.3722393160568283,0.6189062772308539,0.040984358636578476,1.3338803522962825,0.32165833962514173,0.6112188277210333,0.3478469274377314,0.6150562232563708,0.1339078478347157,0.622984724316025,0.5180439423190022,0.026195553028560185
edge_Br_only_kS1,False,-66.0,1.0,0.07422915370684126,259963235315626.12,0.38716279359056943,0.6218566803125609,0.02193852270001498,1.3690099509726763,0.35837524109555247,0.6155386021957974,0.37303401162888034,0.6186906334696046,0.13917316250327583,0.627078763994816,0.5371081967826287,0.027247509137485006
edge_BrBt_kS1,False,-66.0,1.0,0.07833924839291051,259963235315626.12,0.38792156050873156,0.6218028290841615,0.022096210089510758,1.370474701530187,0.3575580499931103,0.615471160098639,0.37303535889748934,0.6186299899123663,0.1391952011562002,0.6270417701271526,0.5371818885260924,0.027247659895549545
all_BrBt_kS1,False,-66.0,1.0,0.031039978493032114,259963235315626.12,0.3792424399783786,0.6224226156082096,0.0206635646394547,1.3548537761036952,0.3670340623355499,0.6162476097692148,0.37318274710566884,0.6193280771698356,0.1390588670667058,0.6274880430524272,0.536341550138096,0.027246403269867714
edge_BrBt_cS2_kS1,False,-66.0,0.8120891117970911,0.035353683946806366,259963235315626.12,0.3016670415263875,0.6265657962306754,0.18856369660581387,1.0359943459415557,0.296316841356908,0.6224145167692279,0.2990015284505118,0.6244837024251332,0.20709967826362866,0.6283052743028514,0.4357360647149727,0.022126694308328736
all_BrBt_cS2_kS1,False,-66.0,0.9631880093765814,0.1091166672958132,259963235315626.12,0.36803829305764024,0.6190136324968765,0.04073868973969615,1.3172372516089983,0.3289522081878465,0.612990733473943,0.3490254311658149,0.615995175481637,0.13426030503662953,0.623657451239388,0.5180156309945889,0.026246161789182678
edge_Br_only_kS1,False,-64.0,1.0,0.05993102684628076,259963235315626.12,0.38452225779145205,0.622042449583415,0.021329777942665308,1.3594406172177578,0.36152020074783514,0.6162679975938143,0.37318826007750433,0.6191481795680103,0.1391477450525601,0.6273812544498932,0.536506150390783,0.027244469240255108
edge_BrBt_kS1,False,-64.0,1.0,0.06291124282135778,259963235315626.12,0.3850699500608318,0.6220033235514664,0.02142345913538678,1.3602229855311412,0.3609392697159053,0.6162436900694164,0.37318896493502335,0.6191164639783647,0.13916043353314986,0.6273620563482807,0.5365420402717863,0.02724442965896059
all_BrBt_kS1,False,-64.0,1.0,0.025395342072406804,259963235315626.12,0.3782105890393459,0.622495910574887,0.0205042346588558,1.3511926055565746,0.3682982280151003,0.6165499286371472,0.3732829028266991,0.6195158680161413,0.13907510798694903,0.6276167950871706,0.5360953523178901,0.027245231291068803
edge_BrBt_cS2_kS1,False,-64.0,0.8119594092152213,0.02506253300048473,259963235315626.12,0.3007718556129327,0.6266602481787024,0.18942344460099245,1.0309000992920314,0.29731925283463023,0.622838128533314,0.29904900106105314,0.6247429929968891,0.20778559763972382,0.6285024954500179,0.4353400000020392,0.022121893643303334
all_BrBt_cS2_kS1,False,-64.0,0.9651058981849852,0.07469392838567711,259963235315626.12,0.36323410552136726,0.6195181945360361,0.04038685323950533,1.3018675488175264,0.33670734209871134,0.6142575722318177,0.3502101731705151,0.6168809409797269,0.13458828990385943,0.6243003727916585,0.5179891804351252,0.026293631268874074
edge_Br_only_kS1,False,-62.0,1.0,0.03289626069574586,259963235315626.12,0.37965886572458757,0.6224781454123777,0.020563026855779685,1.3499295251952947,0.3670211073067028,0.6167441317504998,0.3733878360288379,0.6196040921928886,0.1391209650716525,0.6276842289575882,0.5359936222783058,0.027245269682510093
edge_BrBt_kS1,False,-62.0,1.0,0.034456235052862105,259963235315626.12,0.3799471964762954,0.6224614939551362,0.020591030695865105,1.350146195790649,0.3667235351733712,0.6167435086548723,0.3733880279994516,0.6195954562157575,0.13912461302237825,0.6276790291229549,0.5360030553660329,0.02724524061527892
all_BrBt_kS1,False,-62.0,1.0,0.013861383815401631,259963235315626.12,0.37615208966970387,0.6226813744760291,0.02030734243343916,1.3475408934725304,0.3706654725103555,0.6167518254645543,0.3734164174269156,0.6197095459914145,0.13909897041614147,0.6277516393575333,0.5358801040433314,0.02724571613817861
edge_BrBt_cS2_kS1,False,-62.0,0.8118081751665808,0.012564304380620932,259963235315626.12,0.29982286542728903,0.6268654053609379,0.19007321610872027,1.0270417765939222,0.2983457771047764,0.6230256110294138,0.2990845760602057,0.6249392968389305,0.20830447150591308,0.628652011654257,0.435039578504769,0.022118258989708206
all_BrBt_cS2_kS1,False,-62.0,0.9663081773024678,0.037643921125667085,259963235315626.12,0.3577019628365491,0.6201515649204393,0.04008055953682246,1.2910971456752507,0.34434894360299967,0.6148788039200985,0.351083002202875,0.6175082332431777,0.1348187301096909,0.6247592963396963,0.5179705376052028,0.02632722394105618
edge_Br_only_kS1,False,-60.0,1.0,-0.0011317197915687745,259963235315626.12,0.37339976535770464,0.6228361636810773,0.0202233530210399,1.346099986533521,0.3735462760909705,0.6167506252767607,0.3734730930825634,0.6197863454802088,0.13910912504722356,0.6278052658859307,0.5357992881860832,0.027246148299442864
edge_BrBt_kS1,False,-60.0,1.0,-0.001152312810381064,259963235315626.12,0.37339590490051516,0.6228362863447398,0.02022336001876473,1.3461000160115901,0.3735501282005702,0.6167504995767783,0.37347309311593146,0.6197863439792215,0.13910912593817573,0.6278052648573484,0.5357992883778434,0.02724614831045379
all_BrBt_kS1,False,-60.0,1.0,-0.0007737467161908838,259963235315626.12,0.3734668768496347,0.6228340314186943,0.020223262322650093,1.346099563283376,0.37347931830902764,0.6167528103752246,0.37347310316559856,0.6197863716037073,0.13910911734476503,0.6278052851365501,0.535799285405167,0.027246148139761884
edge_BrBt_cS2_kS1,False,-60.0,0.8117469557223962,-0.0011523128103804357,259963235315626.12,0.29883854367121643,0.6270516927227745,0.19030254328276203,1.0256874452731772,0.29935306369179937,0.6229769501319106,0.2990961431984268,0.6250079211341519,0.20848751667137533,0.628704261713483,0.43493344349349267,0.022116978076777177
all_BrBt_cS2_kS1,False,-60.0,0.9667127165325371,-0.0007737467161911157,259963235315626.12,0.35134797042411076,0.6205977953671132,0.039960933902753494,1.2872897974340949,0.3514462558068074,0.6148760695269707,0.3513971602730228,0.6177299070131191,0.13489951087978358,0.6249218330791476,0.5179639828755146,0.026339197892728344
edge_Br_only_kS1,False,-58.0,1.0,-0.03514050246389061,259963235315626.12,0.3668504626347021,0.6228084657240559,0.020591236584873256,1.3502308808293642,0.3797777153817846,0.6163796503759698,0.37337579065630977,0.6195870591919458,0.13912016598098587,0.6276720746826342,0.5360071993035547,0.027245228224743772
edge_BrBt_kS1,False,-58.0,1.0,-0.03673715453675913,259963235315626.12,0.36654522739414136,0.6228075270690117,0.02062091043950301,1.350456824394047,0.3800721950263709,0.6163624877272736,0.37337599176665787,0.6195780120953748,0.13912403600210732,0.6276666125203718,0.53601688337915,0.027245200165592943
all_BrBt_kS1,False,-58.0,1.0,-0.01539582443544075,259963235315626.12,0.3706394443838097,0.6228201707905854,0.0203164740710563,1.3477109507519194,0.3761484237616529,0.6165919387042188,0.37340654427204695,0.6196990208065404,0.13909651219163638,0.6277438797442344,0.5358891464054807,0.027245673861917438
edge_BrBt_cS2_kS1,False,-58.0,0.8118192952262777,-0.01484651743598918,259963235315626.12,0.2978215091790308,0.6270827158448038,0.19003180035423922,1.0273107536123773,0.3003294504504906,0.6227801919626027,0.29907922426276357,0.6249248923226094,0.20827078206766003,0.6286408719294747,0.4350590271524466,0.0221185014975306
all_BrBt_cS2_kS1,False,-58.0,0.9662915614399139,-0.03919009062647026,259963235315626.12,0.3442119741785958,0.6205780154434205,0.040085176035600634,1.2912815885064541,0.3577660093315889,0.6144239873165732,0.35106044036772965,0.6174939864099146,0.1348119132939566,0.6247479844001925,0.5179710605408131,0.02632674682106353
edge_Br_only_kS1,False,-56.0,1.0,-0.06212174961624414,259963235315626.12,0.36133460605150386,0.6223104393564621,0.021377846170683515,1.359962533490103,0.38461556246673917,0.615942652655369,0.3731670396707857,0.6191195413630367,0.1391463654686627,0.6273611157637263,0.5365325258235163,0.027244439739515125
edge_BrBt_kS1,False,-56.0,1.0,-0.06512570301321058,259963235315626.12,0.3607477594472599,0.6222853804518743,0.02147389951653571,1.3607569424952566,0.3851664538822004,0.615903256628049,0.37316775584211526,0.6190873170281482,0.13915940232032026,0.6273416075019944,0.536568753663637,0.02724440294149784
all_BrBt_kS1,False,-56.0,1.0,-0.026891225073850628,259963235315626.12,0.36826492107581393,0.6226045864267791,0.02052041652892991,1.3514957469220572,0.3781913188791322,0.6164047483691052,0.3732655341468523,0.6194976325360422,0.13907082007276866,0.627603494444528,0.5361129507769972,0.02724518671140201
edge_BrBt_cS2_kS1,False,-56.0,0.8119782131368221,-0.027280778035647147,259963235315626.12,0.29678448959634096,0.6268739276049369,0.1893459785620105,1.0313823848818306,0.30127260186086713,0.6225736437621382,0.2990389622855624,0.6247172268214233,0.20772263120414436,0.6284826070361147,0.43537627839568765,0.02212234619091017
all_BrBt_cS2_kS1,False,-56.0,0.9650727100335051,-0.07623669979705891,259963235315626.12,0.33653012638808166,0.6199236727750301,0.04039456327744236,1.3021796737859244,0.363270401540499,0.6138041620511718,0.3501675021053341,0.6168569068593143,0.13457516558449287,0.6242813518616164,0.5179901818571961,0.02629271869618579
